"uri.URI","type.Type","name.Nom","geometry.geometry","rdfs.comment.Description","vocabulary.hasCreationDate.Date.de.création","vocabulary.hasDestructionDate.Date.de.destruction","vocabulary.hasFactorLevel.Modalité.de.facteur","vocabulary.hasGermplasm.Matériel.génétique","vocabulary.isHosted.Est.accueillie","vocabulary.isPartOf.Est.une.partie.de","NA.NA","NA.NA.1","NA.NA.2"
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/186","vocabulary:SubPlot",186,"LINESTRING (0.4174641 44.33258, 0.4175511 44.3326336)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 24-21 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 24-21",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/187","vocabulary:SubPlot",187,"LINESTRING (0.4169334 44.3321817, 0.4170204 44.3322353)","Variété : Spu
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 4-1 Variété : Spu
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 4-1",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/188","vocabulary:SubPlot",188,"LINESTRING (0.4170494 44.3322532, 0.4171363 44.3323068)","Variété : Spu
Porte-Greffe : Ish
Fertilisation : organique
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 8-5 Variété : Spu
Porte-Greffe : Ish
Fertilisation : organique
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 8-5",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.ishtara",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/189","vocabulary:SubPlot",189,"LINESTRING (0.4171653 44.3323247, 0.4172523 44.3323783)","Variété : Spu
Porte-Greffe : myro
Fertilisation : organique
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 12-9 Variété : Spu
Porte-Greffe : myro
Fertilisation : organique
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 12-9",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/19","vocabulary:SubPlot",19,"LINESTRING (0.4156135 44.3320763, 0.4156995 44.3321295)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 4-1 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 4-1",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/190","vocabulary:SubPlot",190,"LINESTRING (0.4172813 44.3323962, 0.4173683 44.3324498)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 16-13 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 16-13",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/191","vocabulary:SubPlot",191,"LINESTRING (0.4173973 44.3324677, 0.4174843 44.3325214)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 20-17 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 20-17",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/192","vocabulary:SubPlot",192,"LINESTRING (0.4175133 44.3325392, 0.4176003 44.3325929)","Variété : 2733
Porte-Greffe : myro
Fertilisation : organique
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 24-21 Variété : 2733
Porte-Greffe : myro
Fertilisation : organique
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 24-21",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/193","vocabulary:SubPlot",193,"LINESTRING (0.4169826 44.3321409, 0.4170696 44.3321946)","Variété : Spu
Porte-Greffe : myro
Fertilisation : organique
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 4-1 Variété : Spu
Porte-Greffe : myro
Fertilisation : organique
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 4-1",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/194","vocabulary:SubPlot",194,"LINESTRING (0.4170986 44.3322124, 0.4171856 44.3322661)","Variété : Spu
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 8-5 Variété : Spu
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 8-5",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/195","vocabulary:SubPlot",195,"LINESTRING (0.4172146 44.3322839, 0.4173016 44.3323376)","Variété : Spu
Porte-Greffe : Ish
Fertilisation : organique
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 12-9 Variété : Spu
Porte-Greffe : Ish
Fertilisation : organique
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 12-9",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.ishtara http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/196","vocabulary:SubPlot",196,"LINESTRING (0.4173306 44.3323554, 0.4174175 44.3324091)","Variété : 2733
Porte-Greffe : myro
Fertilisation : organique
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 16-13 Variété : 2733
Porte-Greffe : myro
Fertilisation : organique
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 16-13",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/197","vocabulary:SubPlot",197,"LINESTRING (0.4174465 44.332427, 0.4175335 44.3324806)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 20-17 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 20-17",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/198","vocabulary:SubPlot",198,"LINESTRING (0.4175625 44.3324985, 0.4176495 44.3325521)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 24-21 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 24-21",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/199","vocabulary:SubPlot",199,"LINESTRING (0.4170318 44.3321002, 0.4171188 44.3321538)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 4-1 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 4-1",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/2","vocabulary:SubPlot",2,"LINESTRING (0.4155807 44.3322697, 0.4156666 44.3323229)","Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 8-5 Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 8-5",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.ferti-irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/20","vocabulary:SubPlot",20,"LINESTRING (0.4157281 44.3321472, 0.415814 44.3322004)","Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 8-5 Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 8-5",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.ferti-irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/200","vocabulary:SubPlot",200,"LINESTRING (0.4171478 44.3321717, 0.4172348 44.3322253)","Variété : 2733
Porte-Greffe : myro
Fertilisation : organique
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 8-5 Variété : 2733
Porte-Greffe : myro
Fertilisation : organique
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 8-5",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/201","vocabulary:SubPlot",201,"LINESTRING (0.4172638 44.3322432, 0.4173508 44.3322968)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 12-9 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 12-9",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.ferti-irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/202","vocabulary:SubPlot",202,"LINESTRING (0.4173798 44.3323147, 0.4174668 44.3323683)","Variété : Spu
Porte-Greffe : Ish
Fertilisation : organique
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 16-13 Variété : Spu
Porte-Greffe : Ish
Fertilisation : organique
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 16-13",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.ishtara",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/203","vocabulary:SubPlot",203,"LINESTRING (0.4174958 44.3323862, 0.4175828 44.3324398)","Variété : Spu
Porte-Greffe : myro
Fertilisation : organique
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 20-17 Variété : Spu
Porte-Greffe : myro
Fertilisation : organique
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 20-17",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.ferti-irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/204","vocabulary:SubPlot",204,"LINESTRING (0.4176118 44.3324577, 0.4176987 44.3325113)","Variété : Spu
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 24-21 Variété : Spu
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 24-21",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/205","vocabulary:SubPlot",205,"LINESTRING (0.417081 44.3320594, 0.417168 44.332113)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 4-1 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 4-1",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.ferti-irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/206","vocabulary:SubPlot",206,"LINESTRING (0.417197 44.3321309, 0.417284 44.3321845)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 8-5 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 8-5",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/207","vocabulary:SubPlot",207,"LINESTRING (0.417313 44.3322024, 0.4174 44.332256)","Variété : 2733
Porte-Greffe : myro
Fertilisation : organique
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 12-9 Variété : 2733
Porte-Greffe : myro
Fertilisation : organique
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 12-9",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.ferti-irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/208","vocabulary:SubPlot",208,"LINESTRING (0.417429 44.3322739, 0.417516 44.3323276)","Variété : Spu
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 16-13 Variété : Spu
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 16-13",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/209","vocabulary:SubPlot",209,"LINESTRING (0.417545 44.3323454, 0.417632 44.3323991)","Variété : Spu
Porte-Greffe : Ish
Fertilisation : organique
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 20-17 Variété : Spu
Porte-Greffe : Ish
Fertilisation : organique
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 20-17",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.ishtara http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/21","vocabulary:SubPlot",21,"LINESTRING (0.4158427 44.3322182, 0.4159286 44.3322714)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 12-9 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 12-9",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
